familyid,ethnicgroup,length_of_residence,owner_renter_status,vacant,bathroom_cnt,bedroom_cnt,latitude,longitude
000035958155,L,12,9,0,,,033.941796,-118.196755
000106321864,C,03,9,0,6,6,033.968412,-118.172294
000106077147,H,19,9,0,5,5,033.975749,-118.250489
000106295780,I,22,5,0,,,033.941796,-118.196755
000105829684,H,24,9,0,1,3,033.977410,-118.241900
000105792347,H,19,9,0,2,1,033.941796,-118.196755
000106586224,H,06,9,0,,,033.965900,-118.236150
000105866223,H,36,9,0,3,4,033.965660,-118.235560
000105971205,L,19,9,0,,,033.963280,-118.189870
000106038124,L,18,9,0,,,033.964690,-118.236140
000106102490,L,15,9,0,,,033.964430,-118.236140
000105880593,L,31,1,0,1,2,033.963935,-118.235737
000106106562,H,03,5,0,1,2,033.963740,-118.235550
000105913307,H,13,9,0,,,033.963760,-118.236140
000105826856,H,48,9,0,1,3,033.963801,-118.235974
000041126190,E,20,4,0,,,033.967140,-118.240740
000106160005,S,30,5,0,,,034.009850,-118.341920
000106291134,E,19,5,0,,,033.966530,-118.248670
000105867889,H,33,9,0,,,033.966390,-118.248670
000106103564,H,13,4,0,0,0,033.966498,-118.248827
000106218740,H,19,3,0,2,4,033.965500,-118.248670
000106322920,S,09,9,0,3,4,033.964895,-118.248827
000106415391,K,16,9,0,,,033.964660,-118.249190
000105790599,I,28,5,0,0,0,033.964510,-118.249190
000106237942,H,19,9,0,,,033.964633,-118.248824
000008604046,L,19,2,0,,,033.974230,-118.241950
000106411339,L,14,4,0,2,4,033.973850,-118.242510
000106522595,H,16,5,0,1,3,033.973730,-118.242510
000105951382,H,17,5,0,,,033.973360,-118.241950
000106587898,C,29,9,0,1,1,033.965950,-118.241790
000106302219,E,16,4,0,1,2,033.965340,-118.241790
000106527736,E,38,1,0,,,033.973720,-118.235370
000106437936,L,11,8,0,,,033.963730,-118.241780
000105802227,E,50,3,0,5,7,034.012650,-118.129750
000106521840,H,18,2,0,,,033.963270,-118.241770
000106410197,I,19,9,0,,,033.973352,-118.237957
000106457100,F,11,8,0,,,033.972960,-118.238770
000093311080,K,19,7,0,,,033.972230,-118.238770
000106479266,H,22,3,0,,,033.971500,-118.238770
000106435963,P,24,9,0,,,033.969340,-118.239190
000106529314,J,10,9,0,2,4,033.966763,-118.238833
000106326898,L,28,4,0,1,2,033.966810,-118.239240
000106295028,E,11,1,0,0,0,033.966700,-118.239240
000106676964,H,15,9,0,2,2,033.966600,-118.239240
000106652681,S,03,9,0,,,033.964150,-118.238650
000106341740,H,27,9,0,,,033.963980,-118.238640
000106415223,H,16,9,0,,,033.963640,-118.239220
000105847267,D,03,6,0,2,5,033.963392,-118.238814
000106217388,C,14,9,0,0,0,033.963204,-118.238812
000106412717,L,17,5,0,,,033.971806,-118.256522
000106308613,H,12,5,0,,,033.975749,-118.250489
000106071662,C,05,3,0,4,5,033.951600,-118.246470
000105808927,R,22,9,0,,,033.984020,-118.247370
000105883902,P,25,5,0,1,2,033.983278,-118.247838
000106455441,L,50,9,0,1,2,033.979860,-118.247350
000105955069,H,21,9,0,2,3,033.978470,-118.247340
000105845930,H,27,5,0,0,0,033.973740,-118.247990
000106434077,H,26,9,0,2,3,033.966960,-118.247380
000106109007,E,33,5,0,0,0,033.966960,-118.247380
000106074555,E,18,3,0,2,3,033.986710,-118.244430
000106655210,A,19,7,0,,,033.984970,-118.244420
000106456036,L,14,5,0,,,033.984420,-118.244420
000105882105,H,36,5,0,,,033.983570,-118.244420
000106052261,S,16,9,0,2,2,033.973570,-118.210090
000056749338,E,16,9,0,0,0,033.981420,-118.244420
000106589206,E,14,7,0,0,0,033.980620,-118.244420
000106148342,J,13,1,0,,,033.977660,-118.099880
000105823905,H,29,9,0,0,0,033.979840,-118.244410
000005491256,H,28,5,0,1,4,033.979405,-118.243954
000106328303,H,01,5,0,3,3,033.979121,-118.244191
000105914269,D,23,9,0,,,033.984940,-118.252970
000105794632,L,11,3,0,,,033.965220,-118.258800
000080821313,C,14,4,0,2,2,033.976180,-118.243880
000106057504,W,43,5,0,0,0,033.966420,-118.220370
000106213148,F,17,9,0,0,0,033.975287,-118.244174
000105844654,B,14,9,0,,,033.970935,-118.236416
000106343462,J,14,5,0,,,033.969510,-118.236610
000106502716,L,17,5,0,2,3,033.963610,-118.236530
000106581538,L,16,1,0,,,033.883090,-118.293300
000106565517,H,16,4,0,,,033.966947,-118.237043
000106522650,H,02,4,0,0,0,033.966873,-118.236801
000106059860,E,13,7,0,,,033.964110,-118.236530
000106105621,H,13,9,0,,,033.963470,-118.236530
000106148651,H,18,5,0,1,3,033.963344,-118.237002
000106387684,E,29,6,0,2,3,033.968470,-118.216140
000057552226,F,05,0,0,3,4,033.965739,-118.233891
000106655171,K,19,3,0,0,0,033.964340,-118.208450
000106564812,F,13,8,0,,,033.962807,-118.238423
000106010101,H,16,4,0,,,033.926040,-118.214710
000106507790,K,16,9,0,,,033.962328,-118.238419
000105801682,H,19,9,0,,,033.962258,-118.238657
000106306878,D,13,9,0,,,033.974110,-118.250730
000039200281,N,18,7,0,2,3,033.973960,-118.250730
000106453541,S,23,9,0,,,033.921050,-118.109850
000106619033,H,23,5,0,,,033.973150,-118.250730
000105973427,H,18,4,0,,,033.961260,-118.237070
000105800513,S,21,9,0,,,033.959880,-118.250830
000106691515,K,17,7,0,,,033.975749,-118.250489
000105880098,F,14,5,0,,,033.974848,-118.244739
000105955768,G,16,9,0,0,0,033.974641,-118.242490
000105979012,S,29,5,0,,,033.974490,-118.237940
000106651813,I,11,3,0,1,2,034.126550,-118.388350
000106271546,H,11,1,0,,,033.982300,-118.242460
000105866207,J,14,4,0,,,033.982290,-118.241870
000106078229,H,11,4,0,0,0,033.982280,-118.240370
000008808275,C,25,9,0,,,033.951260,-118.233190
000106671650,H,32,8,0,1,2,033.961920,-118.235950
000105843381,U,33,4,0,2,2,033.962660,-118.234950
000106584882,S,22,9,0,,,033.959483,-118.235238
000106631966,E,23,9,0,2,3,033.962180,-118.235520
000106543786,H,14,4,0,1,3,033.961802,-118.235336
000106325606,E,16,5,0,,,033.961150,-118.234940
000105881638,I,04,9,0,2,3,033.986030,-118.241600
000105848255,H,19,9,0,1,3,033.985614,-118.241317
000106343530,H,16,5,0,2,3,033.984560,-118.241540
000093602930,L,06,5,0,3,4,034.063988,-117.764793
000105862850,E,10,9,0,1,2,033.981081,-118.241303
000106258337,H,17,9,0,,,033.968490,-118.229070
000105826408,E,09,7,0,,,033.978200,-118.240840
000106631908,H,20,9,0,3,4,033.977869,-118.241290
000106096001,C,27,1,0,,,033.973920,-118.241540
000106121176,A,23,9,0,,,033.973347,-118.241373
000106436794,H,20,4,0,2,4,033.903900,-118.076750
000106455904,H,07,3,0,,,033.966380,-118.240740
000106529199,E,19,9,0,,,033.966170,-118.240740
000106308304,H,01,5,0,,,033.965830,-118.240740
000106430895,H,01,9,0,,,033.965230,-118.240730
000105822616,H,05,9,0,2,3,033.965120,-118.240730
000106232798,H,18,9,0,,,033.963850,-118.241330
000105843360,H,12,5,0,,,033.963380,-118.240710
000106549766,H,25,9,0,,,033.963380,-118.241330
000106276067,H,05,5,0,,,033.963260,-118.241320
000105825216,H,19,5,0,0,0,033.963040,-118.240710
000106657623,H,20,9,0,0,0,033.963040,-118.241320
000106303278,D,19,9,0,,,033.961190,-118.240210
000106678306,H,17,9,0,,,033.975749,-118.250489
000106522566,P,13,5,0,,,033.946190,-118.211990
000106099884,H,28,9,0,,,033.971070,-118.251820
000005430321,S,17,8,0,,,033.966720,-118.267910
000106367046,H,33,9,0,,,033.966973,-118.251916
000106210629,H,33,9,0,,,033.966276,-118.251913
000105792915,H,33,9,0,,,033.966190,-118.251700
000079136301,L,07,7,0,1,2,033.965970,-118.252350
000106340697,H,10,2,0,1,2,033.965018,-118.252014
000106090628,E,13,9,0,,,033.964120,-118.252200
000106214741,H,05,4,0,2,2,033.964174,-118.253137
000105800288,E,16,2,0,2,3,033.964174,-118.253137
000106059807,L,01,9,0,,,033.963140,-118.253600
000106691743,H,25,9,1,3,3,033.962310,-118.253670
000106436192,J,15,9,0,,,033.962200,-118.253670
000106632608,H,26,1,0,0,0,033.961200,-118.253680
000106658514,H,32,3,0,0,0,033.960800,-118.253680
000106276842,H,02,2,0,,,033.960954,-118.253865
000077624137,E,15,2,0,0,0,033.960690,-118.253680
000106164685,H,14,9,0,1,2,033.971488,-118.234811
000106259744,H,19,9,0,2,3,033.972622,-118.237501
000106031800,H,16,4,0,1,3,033.966737,-118.234963
000105866765,H,28,5,0,1,3,033.966430,-118.235120
000106251076,E,14,5,0,,,033.964910,-118.235120
000105975330,H,15,9,0,,,033.964290,-118.235110
000106301292,N,17,9,0,,,033.964780,-118.235120
000106658323,J,09,2,0,2,2,033.968270,-118.206350
000106368945,L,11,3,0,,,033.963120,-118.234520
000106417521,H,13,9,0,0,0,033.974250,-118.251150
000106276863,S,29,8,0,2,3,033.973810,-118.251160
000106690284,H,23,3,0,2,3,033.973650,-118.251650
000106658718,P,14,9,0,2,3,033.972780,-118.251730
000106144186,H,16,8,0,,,033.973000,-118.251650
000106299310,K,21,3,0,1,2,033.960750,-118.239630
000105797033,H,16,9,0,0,0,033.969400,-118.244760
000106273878,H,13,6,0,0,0,033.968380,-118.244760
000105882061,P,17,9,0,0,0,033.963275,-118.244304
000078894484,H,12,9,0,2,3,033.947060,-118.244210
000105884209,B,16,9,0,1,2,033.981370,-118.248550
000106450200,H,19,5,0,3,3,033.988822,-118.246666
000106637328,H,17,2,0,,,033.988640,-118.246890
000106652592,E,16,9,0,,,033.988260,-118.246210
000105864823,W,08,5,0,,,033.975749,-118.250489
000106478773,H,27,9,0,2,3,033.986560,-118.246870
000106160822,J,50,3,0,2,3,033.984352,-118.246429
000106494503,E,15,2,0,,,033.983310,-118.246860
000106678814,C,30,9,0,,,033.982890,-118.246190
000105794535,L,16,2,0,0,0,033.982900,-118.246860
000106387676,H,17,2,0,,,033.981440,-118.246860
000106325850,H,12,9,0,1,3,033.978400,-118.246850
000106672525,H,14,9,0,0,0,033.977180,-118.246160
000105990449,H,26,9,0,,,033.977134,-118.246639
000105864933,H,16,4,0,2,3,033.976288,-118.246389
000106343129,H,26,6,0,3,2,033.975770,-118.246150
000106471739,H,28,4,0,,,033.975630,-118.246830
000106450027,H,19,9,0,3,2,033.975152,-118.246369
000058541202,H,16,9,0,1,2,033.959850,-118.259400
000085563001,H,50,9,0,2,2,033.962610,-118.260920
000105976239,L,25,9,0,1,3,033.980740,-118.233370
000106252580,E,15,9,0,0,0,033.988092,-118.245465
000105885611,H,18,2,0,0,0,033.987760,-118.245690
000106362782,I,12,9,0,,,033.966030,-118.245910
000105910891,N,04,9,0,2,3,033.986894,-118.245459
000106437716,H,07,4,0,0,0,033.985990,-118.245680
000106329833,H,15,9,0,,,033.985530,-118.244940
000106218884,H,05,4,0,,,033.983869,-118.245230
000106211798,H,15,9,0,,,033.982750,-118.244930
000105959356,N,15,7,0,2,2,033.982620,-118.245670
000106471462,K,16,9,0,,,033.980880,-118.244930
000105972900,L,33,1,0,2,2,033.979420,-118.245670
000106380195,H,19,9,0,4,4,033.979150,-118.245660
000105799585,N,27,9,0,,,033.994950,-118.202460
000106633531,E,03,2,0,0,0,033.978320,-118.245660
000106030697,L,20,4,0,2,4,033.977031,-118.245171
000106217668,H,06,4,0,1,2,033.976254,-118.245156
000106542109,I,14,3,0,1,2,033.975890,-118.244900
000106479305,C,22,9,0,1,3,033.975484,-118.245391
000105779735,W,03,5,0,,,033.973988,-118.245415
000105956816,H,02,9,0,4,5,033.973520,-118.245190
000106673018,E,13,9,0,0,0,033.972750,-118.245190
000106615291,H,18,2,0,2,3,033.972140,-118.245640
000106525409,H,01,9,0,1,2,033.971230,-118.245375
000106256165,L,03,9,0,2,3,033.970690,-118.245200
000106362326,D,29,9,0,,,033.970480,-118.245200
000106239313,I,18,7,0,5,5,033.970370,-118.245200
000106213892,H,18,2,0,0,0,033.965560,-118.245910
000105936142,H,15,2,0,,,033.962140,-118.246320
000106450446,A,18,3,0,2,4,033.971568,-118.278416
000106419984,E,25,3,0,2,3,033.967150,-118.238140
000106651232,H,09,2,0,,,033.965864,-118.238077
000106454843,D,12,3,0,,,033.964860,-118.237750
000106363301,H,07,9,0,,,033.964320,-118.238240
000105953059,E,21,5,0,0,0,033.963983,-118.237849
000092560719,H,25,5,0,0,0,033.963910,-118.238250
000106434886,H,12,9,0,1,2,034.026020,-118.190100
000106651889,A,16,9,0,,,033.963828,-118.237851
000105883546,I,06,9,0,0,0,033.963430,-118.237660
000105919955,H,18,4,0,4,3,033.963739,-118.237851
000106237484,H,08,9,0,,,034.111950,-118.204410
000106362245,B,23,4,0,,,033.972246,-118.356175
000106617861,H,09,3,0,1,2,033.965870,-118.253180
000106415100,S,16,9,0,,,033.967640,-118.252330
000106073119,H,09,2,0,1,2,033.967550,-118.250737
000106430439,H,17,4,0,2,3,033.967350,-118.249324
000105913218,E,24,9,0,0,0,033.967160,-118.241370
000106187051,L,33,4,0,,,033.967140,-118.240590
000105802002,H,31,3,0,,,034.037920,-118.181430
000106325892,H,20,9,0,1,3,033.967250,-118.235210
000106273019,S,24,4,0,2,4,033.967190,-118.234300
000106618325,E,16,9,0,3,3,033.979610,-118.249570
000105993853,K,04,5,0,0,0,033.964431,-118.176187
000001368837,J,03,1,0,0,0,033.974260,-118.250160
000105991843,E,19,7,0,2,3,033.973910,-118.250050
000106611873,E,33,4,0,2,3,033.966928,-118.249800
000106544452,H,14,5,0,0,0,033.966820,-118.249620
000106418048,B,18,9,0,,,034.091340,-118.293560
000105950357,H,32,9,0,,,033.940650,-118.275980
000106259901,H,09,7,0,2,2,033.968970,-118.263190
000106034620,J,16,4,0,,,034.063240,-118.347950
000106305152,H,22,4,0,,,033.969141,-118.258706
000106452370,H,52,9,0,1,2,033.969910,-118.258750
000106411619,H,24,3,0,,,033.969630,-118.258750
000106125918,L,21,6,0,2,4,033.981990,-118.217150
000106230649,P,05,9,0,0,0,033.971670,-118.239840
000106329566,S,16,9,0,,,033.971540,-118.239840
000106544499,E,13,9,0,,,033.971270,-118.239840
000106582152,H,42,0,0,0,0,033.971245,-118.239652
000105777487,S,29,4,0,1,4,033.970700,-118.239840
000106096276,K,21,4,0,0,0,033.970833,-118.239688
000106121118,P,25,9,0,0,0,033.970690,-118.239687
000105808391,H,18,9,0,,,033.969470,-118.239290
000105882579,S,08,5,0,,,033.969330,-118.239830
000106410401,E,03,3,0,,,033.969060,-118.239190
000105883208,H,14,9,0,0,0,033.968790,-118.239190
000106306501,H,22,9,0,3,3,033.968380,-118.239830
000106436249,L,10,9,0,0,0,033.967970,-118.239830
000058320771,L,43,9,0,1,3,033.966710,-118.239690
000106433068,L,08,9,0,1,2,033.965950,-118.239680
000103068337,F,13,4,0,2,3,033.965570,-118.240290
000106345346,H,21,9,0,,,033.957510,-118.238210
000106361354,E,01,9,0,,,033.965120,-118.239680
000028177266,H,28,4,0,1,2,033.964690,-118.240290
000105848438,H,23,9,0,0,0,033.963540,-118.239660
000106546598,N,12,6,0,2,2,033.963430,-118.239660
000106326589,N,27,2,1,,,033.936550,-118.243730
000105823293,S,14,7,0,4,3,033.973050,-118.240950
000105990321,S,15,9,0,3,5,033.972930,-118.240525
000106108865,J,14,1,0,,,033.972500,-118.240930
000106052813,P,21,9,0,0,0,033.971540,-118.240290
000106589895,E,23,2,0,,,033.971270,-118.240280
000033519808,H,16,9,0,2,4,033.971270,-118.240930
000106125298,H,08,9,0,0,0,033.970580,-118.240930
000106635033,H,28,6,0,,,033.970150,-118.240280
000011686315,H,10,9,0,0,0,033.969340,-118.240920
000105880522,E,01,4,0,,,033.969070,-118.240920
000106617086,H,17,2,0,,,033.853600,-118.164440
000106529571,L,16,9,0,0,0,033.965730,-118.251230
000106458729,H,42,9,0,,,034.010250,-118.330840
000105790298,P,17,9,0,,,034.099870,-118.321730
000106300615,A,03,9,0,2,2,034.002150,-118.306390
000106071905,H,22,9,0,1,2,033.961170,-118.250710
000106307926,D,19,6,0,2,3,033.965740,-118.312900
000105885860,B,39,9,0,,,034.066760,-118.238560
000034855732,D,33,1,0,,,033.987771,-118.255534
000106561445,J,19,7,0,3,3,033.988070,-118.254820
000106146654,A,23,9,0,,,034.042630,-118.220170
000106362410,H,04,9,0,,,033.987759,-118.249584
000106306323,A,14,2,0,2,3,033.987630,-118.249820
000106459814,E,13,9,0,0,0,033.985620,-118.216220
000061699705,J,07,9,0,1,1,033.986400,-118.255810
000004172611,D,39,5,0,3,2,033.986400,-118.254690
000105868990,L,07,5,0,3,5,033.986400,-118.254280
000106320075,A,29,9,0,2,3,033.986400,-118.253880
000106494391,H,19,3,0,,,033.986410,-118.252690
000105840493,L,23,1,0,1,2,033.986410,-118.252560
000106501359,H,22,9,0,2,3,033.987626,-118.296994
000106124967,E,18,9,0,1,2,033.985850,-118.251610
000105934975,L,25,9,0,,,033.987270,-118.250800
000106437876,H,11,4,0,2,3,033.986390,-118.250480
000105777110,H,05,9,0,,,033.986780,-118.255100
000106617722,H,01,9,0,,,033.987320,-118.254550
000106636212,I,20,3,0,0,0,033.932790,-118.113880
000106233969,H,25,4,0,,,033.986780,-118.254280
000106630185,H,15,9,0,,,033.986750,-118.251770
000106165526,K,33,4,0,1,2,033.986750,-118.251110
000105849714,L,33,9,0,2,4,033.987270,-118.249350
000106301195,S,18,9,0,3,4,033.986840,-118.243560
000106098710,V,25,5,0,,,033.985119,-118.255541
000106058733,L,17,5,0,0,0,033.985470,-118.255210
000106275480,H,06,5,0,,,033.984940,-118.254020
000080068412,F,01,8,0,1,1,033.915420,-118.106410
000106433115,H,22,9,0,,,033.964600,-118.293780
000106417725,P,02,9,0,0,0,033.919590,-118.085280
000106674975,E,16,9,0,4,5,033.985329,-118.249498
000106568536,H,19,3,0,,,033.985490,-118.248340
000106613804,F,19,9,0,,,033.987770,-118.246200
000106293348,H,25,5,0,3,6,033.881400,-118.126860
000106297274,H,08,7,0,0,0,033.984570,-118.254540
000106329532,H,02,9,0,,,033.984662,-118.183793
000105795345,J,12,1,0,2,3,033.984570,-118.253990
000106547206,C,33,9,0,2,2,033.984350,-118.250061
000106361118,E,15,9,0,0,0,033.983990,-118.266960
000106304965,H,23,9,0,1,3,033.985100,-118.243190
000106383130,H,14,9,0,,,033.984450,-118.240170
000106385491,K,20,2,0,,,033.984460,-118.239600
000106366752,H,03,9,0,1,2,033.982810,-118.257720
000106631893,E,16,9,0,3,3,033.983140,-118.250530
000106017763,F,32,5,0,2,3,033.983670,-118.249490
000106615246,E,19,9,0,,,033.983322,-118.249000
000106320693,H,11,9,0,1,2,033.983670,-118.248380
000039222821,E,13,9,0,2,3,033.983975,-118.245947
000106386206,H,10,9,0,,,033.983560,-118.242210
000106233972,E,16,4,0,0,0,033.983560,-118.242050
000010560092,H,43,9,0,1,2,033.983190,-118.243740
000105991220,E,15,9,0,,,034.046750,-117.909350
000106296419,E,27,9,0,0,0,033.983190,-118.242910
000105847487,P,07,3,0,,,034.020190,-117.982790
000106301844,E,23,5,0,1,2,033.983190,-118.242520
000106432211,H,15,9,0,4,3,033.982650,-118.242130
000106435895,P,14,9,0,2,3,033.982640,-118.241870
000106473118,J,20,5,0,,,033.970300,-118.214570
000088110588,H,15,9,0,1,3,033.982630,-118.239980
000106140682,H,08,8,0,,,033.981170,-118.297750
000106233477,H,16,6,0,,,033.981510,-118.255238
000106012522,H,50,5,0,4,5,033.981360,-118.254080
000106496851,J,19,9,0,1,1,033.981370,-118.253160
000106432368,S,25,4,0,0,0,033.981820,-118.254340
000105869828,E,26,2,0,,,033.981370,-118.248550
000106568028,H,13,9,0,0,0,033.981130,-118.243900
000106490452,J,18,9,0,,,033.980960,-118.241820
000105804541,H,01,5,0,1,2,033.981285,-118.238002
000106279882,B,06,7,0,2,3,033.981030,-118.255270
000106299056,L,15,7,0,0,0,033.980570,-118.254210
000091794703,W,16,9,0,,,033.980570,-118.253150
000028641544,K,18,9,0,2,4,033.981040,-118.252890
000106349081,H,17,9,0,2,3,033.981040,-118.252500
000106349214,E,15,9,0,3,2,033.980570,-118.249080
000105915113,H,19,9,0,,,033.980270,-118.243570
000028718570,E,17,5,0,3,3,033.980170,-118.242100
000106635627,S,26,9,0,0,0,033.980220,-118.241760
000106584594,H,20,9,0,,,033.980150,-118.240470
000105828280,B,04,9,0,,,033.976720,-118.267170
000106630143,H,46,9,0,1,3,033.980240,-118.254470
000106677334,H,10,9,0,1,2,033.980240,-118.254200
000106099818,H,19,9,0,0,0,033.980240,-118.254070
000105931516,H,16,7,0,2,4,033.980240,-118.252360
000106105142,C,17,5,0,1,1,033.980240,-118.248660
000106674742,J,18,7,0,1,1,033.980190,-118.246010
000105970856,H,31,3,0,,,033.979460,-118.255000
000106095542,H,18,9,0,2,3,033.978990,-118.254750
000106015931,I,19,3,0,,,033.978990,-118.254610
000106478427,H,17,9,0,,,033.979460,-118.253680
000106582490,L,25,9,0,3,5,033.979460,-118.252220
000105796655,H,33,9,0,1,2,033.979460,-118.248620
000106120426,E,16,9,0,,,033.979000,-118.248370
000106165107,K,08,9,0,4,4,033.978590,-118.243160
000105996864,L,16,8,0,1,2,033.979050,-118.242840
000106076992,C,07,9,0,2,4,033.978590,-118.242440
000105887430,H,28,9,0,0,0,033.978590,-118.242090
000106323023,F,16,9,0,,,033.978680,-118.220420
000105792499,W,19,9,0,,,033.978580,-118.240100
000106639574,E,39,9,0,0,0,033.978580,-118.239960
000106270003,L,16,2,0,,,033.978580,-118.239800
000106478498,J,05,9,0,,,033.978301,-118.256387
000106453274,H,04,6,0,,,033.978505,-118.255434
000106071939,S,15,9,0,2,4,033.978150,-118.253920
000106079602,I,15,2,0,3,2,033.976470,-118.222160
000106059491,P,05,5,0,1,3,033.978580,-118.249400
000105934289,H,15,9,0,3,3,033.978525,-118.249194
000106074270,H,19,9,0,,,033.978670,-118.249120
000106219534,H,04,9,0,1,2,033.978140,-118.248700
000106303883,I,11,9,0,3,3,033.985990,-118.245680
000106128267,H,16,9,0,,,033.968240,-118.213910
000105828285,V,16,9,0,,,033.978120,-118.244838
000106304258,L,16,4,0,3,3,033.951770,-118.258900
000105791710,L,20,9,0,,,033.977630,-118.268620
000059198132,H,01,9,0,0,0,033.977860,-118.244400
000105794611,L,06,5,0,1,3,033.978340,-118.243120
000106120714,S,01,9,0,5,5,033.977760,-118.242600
000105861396,E,28,9,0,,,033.978250,-118.242610
000105866029,B,13,5,0,3,2,033.977760,-118.242460
000105913983,H,13,9,0,,,033.978250,-118.242090
000106291435,L,27,5,0,,,033.978250,-118.241910
000106013701,H,14,5,0,1,2,033.978107,-118.241707
000106309698,H,31,9,0,1,3,033.977840,-118.240630
000106300694,H,19,9,0,,,033.977750,-118.240450
000105843687,P,19,5,0,,,033.977750,-118.239780
000106256021,I,03,9,0,2,2,033.977800,-118.255590
000106453041,P,12,9,0,0,0,033.977320,-118.254710
000078146120,E,10,5,0,,,033.977310,-118.253530
000106077126,H,28,9,0,2,3,033.977790,-118.252730
000105822938,E,21,9,0,3,4,033.977657,-118.253098
000105958180,E,12,9,0,,,033.955870,-118.252650
000106219194,H,11,9,0,,,033.977310,-118.250890
000106436464,I,05,4,0,,,033.977420,-118.243550
000106419528,D,27,1,0,1,2,033.976930,-118.242770
000099597076,H,20,9,0,3,3,033.977410,-118.242770
000106656389,C,32,9,0,,,033.976920,-118.239610
000105820981,H,16,9,0,,,033.977400,-118.239610
000106321814,H,06,9,0,0,0,034.034450,-117.953860
000106298864,H,13,9,0,,,033.977400,-118.239300
000105863084,H,19,9,0,1,3,033.976970,-118.255240
000106691324,H,15,9,0,1,2,033.941920,-118.111610
000106236263,E,17,4,0,,,033.976430,-118.252990
000106107186,P,17,8,0,,,033.976811,-118.251976
000106348307,I,09,9,0,1,2,034.062128,-118.236134
000105953907,E,14,9,0,1,2,033.976815,-118.251418
000106657770,I,33,9,0,2,2,033.976960,-118.251050
000105994647,E,08,9,0,2,9,033.976420,-118.249640
000078653530,H,24,6,0,3,2,033.976420,-118.249500
000105808362,C,16,9,0,,,033.962620,-118.257020
000106437334,H,13,9,0,2,4,033.976616,-118.248889
000105829676,C,04,9,0,0,0,033.912570,-118.090740
000106306750,H,01,9,0,0,0,033.976100,-118.243730
000106254702,E,25,7,0,2,3,033.976449,-118.243902
000106382951,J,11,6,0,1,3,033.975650,-118.231170
000106346478,L,18,5,0,0,0,033.976090,-118.238010
000039536341,S,16,9,0,0,0,033.975470,-118.255150
000106211829,E,33,9,0,3,3,033.977310,-118.251730
000105861309,D,19,9,0,0,0,033.975470,-118.254190
000105796736,H,23,5,0,0,0,033.888950,-118.209200
000106168100,C,30,9,0,3,5,033.975842,-118.252974
000105803579,E,06,5,0,,,033.963560,-118.246530
000106277364,D,26,6,0,1,2,033.954530,-118.246260
000106416774,F,19,9,0,,,033.962800,-118.241910
000106503084,H,23,3,0,0,0,033.962350,-118.239900
000106299336,E,20,8,0,,,033.962830,-118.239410
000105629030,I,06,9,0,2,3,033.939270,-118.212140
000106105919,S,15,3,0,2,3,033.962790,-118.235670
000106256686,K,16,5,0,,,033.962200,-118.264350
000106070394,H,02,5,0,1,1,033.962200,-118.264200
000106430382,E,06,6,0,1,3,033.962200,-118.263770
000105622177,D,26,9,0,1,2,033.961700,-118.260920
000106546072,D,04,9,0,,,033.962230,-118.255360
000105823002,D,16,9,0,2,2,033.963130,-118.259730
000106120175,H,17,9,0,1,2,033.961710,-118.259070
000106612997,H,42,9,0,2,3,033.968140,-118.201760
000106451379,L,16,5,0,1,2,033.966737,-118.330838
000106616093,E,16,4,0,2,2,033.962600,-118.263370
000106691073,S,33,9,0,2,3,033.963120,-118.261310
000041129096,H,13,9,0,,,033.962771,-118.260665
000106015863,H,31,1,0,0,0,033.975749,-118.250489
000106058712,J,27,4,0,,,033.962610,-118.259990
000106147082,E,14,9,0,,,033.962610,-118.259470
000106678157,I,23,4,0,0,0,033.963130,-118.259200
000105956777,E,17,9,0,1,3,033.962230,-118.257720
000106656703,J,10,9,0,1,3,033.962230,-118.257020
000105802688,H,14,2,0,,,033.963140,-118.257020
000106237604,H,34,9,0,,,033.963140,-118.255220
000106415574,L,10,9,0,2,4,033.962610,-118.253360
000106632933,L,19,9,0,1,3,033.962610,-118.253210
000105950991,C,31,5,0,,,033.962530,-118.245570
000106491953,H,27,9,0,2,3,033.900150,-118.008340
000106528800,H,35,9,0,,,033.904230,-118.251360
000091888751,H,19,9,0,2,4,033.962450,-118.244080
000106611247,H,21,5,0,2,3,033.961960,-118.243920
000106437059,K,21,9,0,,,033.962460,-118.243740
000106653373,H,01,9,0,,,033.962450,-118.243580
000106569037,B,33,9,0,1,2,033.961990,-118.239870
000106308692,H,08,0,0,,,033.961300,-118.263630
000106078952,H,33,5,0,,,033.960780,-118.263500
000105809787,L,16,9,0,4,4,033.961300,-118.262500
000106430099,J,09,5,0,1,1,033.961157,-118.262223
000106545204,C,17,9,0,,,033.960790,-118.260390
000106618210,L,23,9,0,2,3,034.104380,-117.966390
000105864763,J,19,5,0,,,033.961310,-118.259730
000106562386,H,07,5,0,2,3,033.961310,-118.259460
000106252603,E,12,9,0,2,2,033.961320,-118.259330
000106561005,H,32,9,0,1,1,033.960800,-118.257720
000106101481,H,03,9,0,,,033.960810,-118.257020
000105931419,E,18,9,0,0,0,033.960930,-118.256720
000106125808,L,01,9,0,,,033.961175,-118.256452
000106436812,F,08,9,0,4,3,033.960810,-118.254970
000106652945,H,10,6,0,,,033.961170,-118.253420
000105863979,I,27,9,0,2,3,033.951630,-118.345100
000106581570,H,14,4,0,0,0,033.961480,-118.244260
000106035883,S,29,7,0,2,3,033.961113,-118.245448
000105992145,E,18,3,0,4,7,033.960790,-118.240640
